Stock Name,Model Name,Task,Model Type,Total Epochs,Time,Train Loss,Valid Loss,Train Acc,Valid Acc,Div Rate
NVAX,NVAX_BP_20211029_105023_Prices.pth,Regression,BP,973,2021-10-29 16:59:32,1.823606385177611,209.74473345725735,0.8075209080430061,-6.516386016432852
NVAX,NVAX_BP_20211029_105023_Prices.pth,Regression,BP,1053,2021-10-29 17:22:29,0.8404845911375599,nan,0.8120545761479937,nan
NVAX,NVAX_BP_20211029_105023_Prices.pth,Regression,BP,1053,2021-10-29 17:25:01,0.09302787091711075,nan,0.9234575430921842,nan
NVAX,NVAX_BP_20211029_105023_Prices.pth,Regression,BP,1033,2021-10-29 17:26:35,0.08705196040739203,nan,0.9247058047428188,nan
^IXIC,^IXIC_GRU_20211029_175934_Prices.pth,Regression,GRU,80,2021-10-29 17:59:34,22513.769685874235,nan,0.1526038140402965,nan
NVAX,NVAX_BP_20211029_182916_Prices.pth,Regression,BP,80,2021-10-29 18:29:12,3.5789463384062885,nan,0.5587564705906506,nan
NVAX,NVAX_BP_20211029_183042_Prices.pth,Regression,BP,100,2021-10-29 18:30:38,2.891792692283241,nan,0.6196042564908695,nan
NVAX,NVAX_BP_20211029_183154_Prices.pth,Regression,BP,120,2021-10-29 18:31:50,2.4341738317603414,nan,0.6658173067377788,nan
NVAX,NVAX_BP_20211029_183413_Prices.pth,Regression,BP,150,2021-10-29 18:34:08,1.9648042370262204,nan,0.7173770398248547,nan
NVAX,NVAX_BP_20211029_190918_Prices.pth,Regression,BP,150,2021-10-29 19:09:14,1.9648042370262204,nan,0.7173770398248547,nan
NVAX,NVAX_BP_20211029_212428_Prices.pth,Regression,BP,150,2021-10-29 21:24:23,1.9648042370262204,nan,0.7173770398248547,nan
NVAX,NVAX_BP_20211029_213501_Prices.pth,Regression,BP,150,2021-10-29 21:34:57,1.9648042370262204,nan,0.7173770398248547,nan
FNMAT,FNMAT_GRU_20211029_213926_Prices.pth,Regression,GRU,150,2021-10-29 21:39:26,0.02560669158350883,nan,0.38501532183442577,nan
EFA,EFA_GRU_20211029_215027_Prices.pth,Regression,GRU,150,2021-10-29 21:50:27,1.4558122326554437,nan,0.6716527722092449,nan
AAPL,AAPL_LSTM_20211029_220849_Prices.pth,Regression,LSTM,150,2021-10-29 22:08:49,7.515882086096489,nan,0.4647257307020966,nan
AMC,AMC_GRU_20211029_222104_Prices.pth,Regression,GRU,150,2021-10-29 22:21:04,0.4574285833457432,nan,0.2812161045047509,nan
BTBT,BTBT_GRU_20211029_222334_Prices.pth,Regression,GRU,150,2021-10-29 22:23:34,0.2837198065963675,nan,-0.16905387448873702,nan
BTBT,BTBT_BP_20211029_222513_Prices.pth,Regression,BP,150,2021-10-29 22:25:12,0.06047565339727121,nan,0.03946998319758156,nan
NVAX,NVAX_BP_20211029_224651_Prices.pth,Regression,BP,150,2021-10-29 22:46:47,1.5066859463624624,nan,0.7692218697815943,nan
BTBT,BTBT_GRU_20211029_231242_Prices.pth,Regression,GRU,150,2021-10-29 23:12:42,0.09488976329599032,nan,-0.7652125976313116,nan
FNMAT,FNMAT_GRU_20211029_231416_Prices.pth,Regression,GRU,150,2021-10-29 23:14:16,0.021725282693671244,nan,0.41126981543391034,nan
NVAX,NVAX_BP_20211029_232653_Prices.pth,Regression,BP,150,2021-10-29 23:26:48,1.5066859463624624,nan,0.7692218697815943,nan
FNMAT,FNMAT_GRU_20211029_232807_Prices.pth,Regression,GRU,150,2021-10-29 23:28:07,0.7642056145280669,nan,0.5902458426077524,nan
NVAX,NVAX_BP_20211029_235431_Prices.pth,Regression,BP,160,2021-10-29 23:54:27,1.8522559217243804,nan,0.7294508487248601,nan
AAPL,AAPL_LSTM_20211020_193854_Prices.pth,Regression,LSTM,1380,2021-10-30 15:32:37,5.98825557509924,nan,0.1838061586755702,nan
BTBT,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,718,2021-10-30 15:39:23,0.002444679329082574,nan,0.8954087798903136,nan
FNMAT,FNMAT_BP_20211030_164734_Prices.pth,Regression,BP,160,2021-10-30 16:47:30,0.009478867781331168,nan,0.7128555741990816,nan
NVAX,NVAX_BP_20211029_105023_Prices.pth,Regression,BP,1258,2021-10-30 19:56:29,0.578644735105845,nan,0.8777351333703868,nan
FNMAT,FNMAT_BP_20211022_140554_Prices.pth,Regression,BP,1263,2021-10-30 20:13:40,0.002161178356092685,nan,0.85832474080663,nan
FNMAT,FNMAT_BP_20211022_140554_Prices.pth,Regression,BP,1323,2021-10-30 20:15:44,0.0004273222067312463,nan,0.9263387506103816,nan
FNMAT,FNMAT_GRU_20211021_190135_Prices.pth,Regression,GRU,1647,2021-10-30 20:17:37,0.02554924590337604,nan,0.18862648780443791,nan
FNMAT,FNMAT_BP_20211022_140554_Prices.pth,Regression,BP,1261,2021-10-30 20:19:02,0.0014419663886977904,nan,0.948919488988004,nan
FNMAT,FNMAT_BP_20211022_140554_Prices.pth,Regression,BP,1174,2021-10-30 20:54:42,0.00021617284500433323,nan,0.9490491797601982,nan
FNMAT,FNMAT_BP_20211022_140554_Prices.pth,Regression,BP,1289,2021-10-30 21:01:32,0.0025167453641986464,nan,0.9439717822725711,nan
FNMAT,FNMAT_GRU_20211021_190135_Prices.pth,Regression,GRU,1651,2021-10-31 00:38:03,0.021388643477619408,nan,0.6268431376402395,nan
FNMAT,FNMAT_GRU_20211021_190135_Prices.pth,Regression,GRU,1709,2021-10-31 00:41:54,0.017250024425629458,nan,0.4648114301855378,nan
FNMAT,FNMAT_GRU_20211021_190135_Prices.pth,Regression,GRU,2014,2021-10-31 00:51:35,0.0036417167510785255,nan,0.8338139238237869,nan
BB,BB_LSTM_20211020_230021_Prices.pth,Regression,LSTM,1522,2021-10-31 00:58:18,0.08850817599915844,nan,0.8436414856098651,nan
BTBT,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,758,2021-10-31 13:23:37,0.004089640351232702,nan,0.9327612451911651,nan
