Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1973-02-21,1.6770768165588381,1.6770768165588381,1.6770768165588381,1.677076816558838,99200,0.0,0.0
1973-02-22,1.6827415227890012,1.6827415227890012,1.6827415227890012,1.6827415227890015,47200,0.0,0.0
1973-02-23,1.6770768165588381,1.6770768165588381,1.6770768165588381,1.677076816558838,133600,0.0,0.0
1973-02-26,1.6770768165588381,1.6770768165588381,1.6770768165588381,1.677076816558838,24000,0.0,0.0
1973-02-27,1.6770768165588381,1.6770768165588381,1.6770768165588381,1.677076816558838,41600,0.0,0.0
1973-02-28,1.6770768165588381,1.6770768165588381,1.6770768165588381,1.677076816558838,66400,0.0,0.0
1973-03-01,1.6884077787399292,1.6884077787399292,1.6884077787399292,1.6884077787399292,93600,0.0,0.0
1973-03-02,1.6940726041793823,1.6940726041793823,1.6940726041793823,1.6940726041793823,26400,0.0,0.0
1973-03-05,1.716736078262329,1.716736078262329,1.716736078262329,1.716736078262329,68000,0.0,0.0
1973-03-06,1.7677282094955444,1.7677282094955444,1.7677282094955444,1.7677282094955444,76800,0.0,0.0
1973-03-07,1.7677282094955444,1.7677282094955444,1.7677282094955444,1.7677282094955444,51200,0.0,0.0
1973-03-08,1.7790601253509521,1.7790601253509521,1.7790601253509521,1.7790601253509521,84800,0.0,0.0
1973-03-09,1.7790601253509521,1.7790601253509521,1.7790601253509521,1.7790601253509521,78400,0.0,0.0
1973-03-12,1.773395299911499,1.773395299911499,1.773395299911499,1.773395299911499,73600,0.0,0.0
1973-03-13,1.7790601253509521,1.7790601253509521,1.7790601253509521,1.7790601253509521,47200,0.0,0.0
1973-03-14,1.7847247123718262,1.7847247123718262,1.7847247123718262,1.7847247123718262,50400,0.0,0.0
1973-03-15,1.7790601253509521,1.7790601253509521,1.7790601253509521,1.7790601253509521,70400,0.0,0.0
1973-03-16,1.773395299911499,1.773395299911499,1.773395299911499,1.773395299911499,44800,0.0,0.0
1973-03-19,1.7563978433609009,1.7563978433609009,1.7563978433609009,1.7563978433609009,28000,0.0,0.0
1973-03-20,1.7224016189575198,1.7224016189575198,1.7224016189575198,1.7224016189575195,68800,0.0,0.0
1973-03-21,1.6997377872467043,1.6997377872467043,1.6997377872467043,1.699737787246704,94400,0.0,0.0
1973-03-22,1.6714110374450684,1.6714110374450684,1.6714110374450684,1.6714110374450684,55200,0.0,0.0
1973-03-23,1.6714110374450684,1.6714110374450684,1.6714110374450684,1.6714110374450684,117600,0.0,0.0
1973-03-26,1.6657443046569826,1.6657443046569826,1.6657443046569826,1.6657443046569824,9600,0.0,0.0
1973-03-27,1.6657443046569826,1.6657443046569826,1.6657443046569826,1.6657443046569824,15200,0.0,0.0
1973-03-28,1.6884077787399292,1.6884077787399292,1.6884077787399292,1.6884077787399292,141600,0.0,0.0
