Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12,0.10060005635023117,0.1010374236262525,0.10060005635023117,0.10060005635023117,469033600,0.0,0.0
1980-12-15,0.09578907080315066,0.09578907080315066,0.0953517034649849,0.0953517034649849,175884800,0.0,0.0
1980-12-16,0.08879045148534662,0.08879045148534662,0.08835308998823165,0.08835308998823166,105728000,0.0,0.0
1980-12-17,0.09053988009691238,0.0909772472934833,0.09053988009691238,0.09053988009691238,86441600,0.0,0.0
1980-12-18,0.09316485375165941,0.09360221510662821,0.09316485375165941,0.0931648537516594,73449600,0.0,0.0
1980-12-19,0.09885058552026749,0.09928795273697573,0.09885058552026749,0.09885058552026749,48630400,0.0,0.0
1980-12-22,0.1036616638302803,0.10409981384566315,0.1036616638302803,0.1036616638302803,37363200,0.0,0.0
1980-12-23,0.10803602635860443,0.10847339359616255,0.10803602635860443,0.10803602635860443,46950400,0.0,0.0
1980-12-24,0.11372176557779312,0.11415913281600441,0.11372176557779312,0.11372176557779312,48003200,0.0,0.0
1980-12-26,0.12421932816505434,0.12465669553147157,0.12421932816505434,0.12421932816505432,55574400,0.0,0.0
1980-12-29,0.12596876919269562,0.12640613650092725,0.12596876919269562,0.12596876919269562,93161600,0.0,0.0
1980-12-30,0.12334460685398485,0.12334460685398485,0.12290725111961365,0.12290725111961365,68880000,0.0,0.0
1980-12-31,0.11984566930166547,0.11984566930166547,0.11940830200910568,0.11940830200910568,35750400,0.0,0.0
1981-01-02,0.12072038650512694,0.12159512104892993,0.12072038650512694,0.12072038650512695,21660800,0.0,0.0
1981-01-05,0.11853360305981779,0.11853360305981779,0.11809624731540679,0.1180962473154068,35728000,0.0,0.0
1981-01-06,0.11328438991792773,0.11328438991792773,0.11284702271223068,0.11284702271223068,45158400,0.0,0.0
1981-01-07,0.10847339359616255,0.10847339359616255,0.10803602635860443,0.10803602635860443,55686400,0.0,0.0
1981-01-08,0.1062866068644547,0.1062866068644547,0.1058492511510849,0.1058492511510849,39827200,0.0,0.0
1981-01-09,0.11153494566679002,0.11197231292304115,0.11153494566679002,0.11153494566679001,21504000,0.0,0.0
1981-01-12,0.111534955513643,0.111534955513643,0.11066023260354996,0.11066023260354996,23699200,0.0,0.0
1981-01-13,0.10716131660394658,0.10716131660394658,0.10672394931316376,0.10672394931316376,23049600,0.0,0.0
1981-01-14,0.10716132074594498,0.10759868805363292,0.10716132074594498,0.10716132074594498,14291200,0.0,0.0
1981-01-15,0.10934814810752867,0.11022287106328994,0.10934814810752867,0.10934814810752869,14067200,0.0,0.0
1981-01-16,0.10891078748772354,0.10891078748772354,0.10847342014312744,0.10847342014312744,13395200,0.0,0.0
1981-01-19,0.11503388732671738,0.11547125468550734,0.11503388732671738,0.11503388732671738,41574400,0.0,0.0
1981-01-20,0.11197231292304115,0.11197231292304115,0.11153494566679002,0.11153494566679001,30083200,0.0,0.0
1981-01-21,0.11372176557779312,0.11459648837458213,0.11372176557779312,0.11372176557779312,15904000,0.0,0.0
1981-01-22,0.11503388732671738,0.11590862204429732,0.11503388732671738,0.11503388732671738,35548800,0.0,0.0
1981-01-23,0.11503389071619377,0.11547125808787079,0.11459652334451677,0.11459652334451675,11222400,0.0,0.0
1981-01-26,0.11328438991792773,0.11328438991792773,0.11284702271223068,0.11284702271223068,24640000,0.0,0.0
1981-01-27,0.11284707750898734,0.11284707750898734,0.11197235435247421,0.11197235435247421,23699200,0.0,0.0
1981-01-28,0.10891078748772354,0.10891078748772354,0.10847342014312744,0.10847342014312744,28156800,0.0,0.0
1981-01-29,0.10497447426803262,0.10497447426803262,0.10453710705041885,0.10453710705041885,43904000,0.0,0.0
1981-01-30,0.09972531995368397,0.09972531995368397,0.09885058552026749,0.09885058552026749,46188800,0.0,0.0
1981-02-02,0.09360221510662821,0.09360221510662821,0.09316485375165941,0.0931648537516594,23766400,0.0,0.0
1981-02-03,0.09666378796100616,0.09710114940651297,0.09666378796100616,0.09666378796100616,19152000,0.0,0.0
1981-02-04,0.10016272217035294,0.10060007786025382,0.10016272217035294,0.10016272217035294,27865600,0.0,0.0
1981-02-05,0.10016272217035294,0.1010374452297918,0.10016272217035294,0.10016272217035294,7929600,0.0,0.0
1981-02-06,0.10060005635023117,0.1010374236262525,0.10060005635023117,0.10060005635023117,13865600,0.0,0.0
1981-02-09,0.0962264323014983,0.0962264323014983,0.0953517034649849,0.0953517034649849,16755200,0.0,0.0
1981-02-10,0.0953517034649849,0.09578907080315066,0.0953517034649849,0.0953517034649849,18345600,0.0,0.0
