Time,Operation,Model Name,Task,Model Type,Epochs,Learning Rate,Save Model,Save Record,Train Loss,Valid Loss,Train Acc,Valid Acc
2021-10-29 01:07:17,load,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,100,0.0001,True,True,0.03331966227114076,6.315498095864417,0.901606542111462,-0.966613269035947
2021-10-29 01:07:57,load,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,10,0.0001,True,True,0.03324149698698241,6.889669464933621,0.9152149761640109,-1.0848994068495217
2021-10-29 01:08:15,load,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,1,0.0001,True,True,0.030888288490858295,5.24527732300738,0.9131916453695704,-0.6506705108570725
2021-10-29 01:08:32,load,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,8,0.0001,True,True,0.021384904058819442,5.290236346736194,0.9261438710567278,-0.6428615063530941
2021-10-29 01:08:44,load,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,8,0.0001,True,True,0.027697271117024212,5.73173588552761,0.9128808549326709,-0.7275294598753321
2021-10-29 01:09:00,load,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,4,0.0001,True,True,0.01794745742208139,5.535971828589649,0.9272572287382223,-0.6805572263794402
2021-10-29 01:09:14,load,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,4,0.0001,True,True,0.02450077951304367,6.344788889965196,0.9141707712513769,-0.9136683633678581
2021-10-29 01:09:28,load,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,1,0.0001,True,True,0.04362589248579068,7.544351615573037,0.9049459610229883,-1.293627000834844
2021-10-29 01:09:39,load,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,1,0.0001,True,True,0.01678860804088947,6.801769405093095,0.9282237315789247,-1.0722986422989464
2021-10-29 01:09:48,load,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,1,0.0001,True,True,0.02876080362989769,5.887327227550112,0.9256852531025552,-0.8209340694832474
2021-10-29 01:09:58,load,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,1,0.0001,True,True,0.0213076238097816,5.756803431114411,0.9218364736972711,-0.7643757384933838
2021-10-29 01:10:07,load,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,1,0.0001,True,True,0.014514959978290961,5.778746678659769,0.9325902199133849,-0.7681112113880784
2021-10-29 01:10:16,load,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,1,0.0001,True,True,0.017973475633813445,6.483237712299579,0.9341917056303758,-0.9358554057878992
2021-10-29 01:10:26,load,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,1,0.0001,True,True,0.011370781549221725,6.540408582669007,0.941565678262303,-0.9687064706462702
2021-10-29 01:10:35,load,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,1,0.0001,True,True,0.013582071568966151,6.325720945564545,0.9366297976583497,-0.9407236049436543
2021-10-29 01:10:45,load,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,1,0.0001,True,True,0.015692113741409455,4.744165768030367,0.9305697050868955,-0.4686182259696803
2021-10-29 01:10:55,load,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,1,0.0001,True,True,0.01772282068071261,5.192413136898859,0.9361909904031672,-0.5769484051286358
2021-10-29 01:11:04,load,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,1,0.0001,True,True,0.011060683466584877,5.252622502281854,0.9431244232715704,-0.6347157130502674
2021-10-29 01:11:13,load,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,1,0.0001,True,True,0.013089399040081145,5.858431998053438,0.9344471676736815,-0.7549998498942754
2021-10-29 22:25:12,create,BTBT_BP_20211029_222513_Prices.pth,Regression,BP,150,0.0001,False,True,0.06047565339727121,nan,0.03946998319758156,nan
2021-10-30 15:39:23,load,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,160,0.0001,False,True,0.002444679329082574,nan,0.8954087798903136,nan
2021-10-31 13:23:37,load,BTBT_BP_20211029_010459_Prices.pth,Regression,BP,200,0.00016,False,True,0.004089640351232702,nan,0.9327612451911651,nan
