avg_prices_true,volume_true,avg_prices_norm,volume_norm
0.9748000000000001,312400.0,-0.9560376254566982,0.3526911688982304
1.0655999999999999,1117600.0,-0.9292992889294233,1.8354006307430832
1.0,208100.0,-0.9484564340029669,0.1606313118808209
0.99,97000.0,-0.9512678580761044,-0.04395018490378311
1.0879999999999999,154300.0,-0.9220855205071212,0.06156304431095865
1.116,115300.0,-0.9136427335007336,-0.010252242589127365
1.292,284300.0,-0.8617394512247127,0.300947333977912
1.6400000000000001,759700.0,-0.7583627205574989,1.1763572671138323
1.6199999999999999,182400.0,-0.7637051726573514,0.11330687923127704
1.75,285700.0,-0.7252700082318396,0.3035253186358638
1.8252,746200.0,-0.7027857481863029,1.1514981293407256
1.6420000000000001,353500.0,-0.7569894796239995,0.4283734327852441
1.7579999999999998,141000.0,-0.7221256980980038,0.037072190060416496
1.682,76700.0,-0.74436570559115,-0.08133096244408429
1.682,108700.0,-0.7443175630056658,-0.022405598833757305
1.6320000000000001,600300.0,-0.7598200087197646,0.8828352996298909
1.616,113000.0,-0.7640060246449448,-0.014487503098619616
1.6580000000000001,858900.0,-0.7518873859781235,1.359025894305846
1.58,141700.0,-0.7749058693024564,0.0383611823893924
1.444,534200.0,-0.8159904338624413,0.7611175954223093
1.28,158100.0,-0.864709010108682,0.06856043123968499
1.27,80300.0,-0.8679133439519496,-0.07470185903792251
1.23,66200.0,-0.8794775432367141,-0.10066584737872283
1.312,123600.0,-0.8555688167862548,0.005031523597301197
1.318,216900.0,-0.8534661088462148,0.1768357868736608
1.306,80600.0,-0.85672742656034,-0.07414943375407569
1.314,71600.0,-0.8543748979393557,-0.09072219226948015
1.302,91200.0,-0.8581444125177431,-0.054630407058154876
1.304,208200.0,-0.8573186123222885,0.16081545364210317
1.4220000000000002,283400.0,-0.8225657822148256,0.29929005812637155
2.058,1878300.0,-0.6348060297546605,3.236167008817325
1.9272000000000002,1167400.0,-0.6718234791427959,1.9271032278616544
1.7808,385800.0,-0.7154797036994036,0.4878512216794179
1.752,118500.0,-0.7232762367899866,-0.004359706228094667
1.998,808500.0,-0.6509179005122574,1.266218446619581
1.934,83800.0,-0.669142176588989,-0.068256897393043
1.9579999999999997,28500.0,-0.6617183481378119,-0.17008729138213932
1.905,83000.0,-0.6776195794551398,-0.06973003148330116
1.964,57700.0,-0.6600345382838013,-0.11631789708771594
1.92,33900.0,-0.6730595499896771,-0.16014363627289663
1.932,130300.0,-0.6697320954761191,0.017369021603213408
1.916,83100.0,-0.6742274157918018,-0.06954588972201889
1.9479999999999997,133400.0,-0.6645958226218477,0.023077416202963837
2.548,1766200.0,-0.4890327909826756,3.029744094419898
2.946,625400.0,-0.3684369023202418,0.9290548817117412
2.9732,171500.0,-0.35858779502156135,0.0932354272515094
3.05,70900.0,-0.3351056817436243,-0.09201118459845606
3.224,337800.0,-0.2838970441754188,0.3994631762639274
3.318,144300.0,-0.2556154942950787,0.04314886818273147
3.946,443400.0,-0.07024886759303332,0.5939168761780065
