avg_prices_true,volume_true,avg_prices_norm,volume_norm
64.42646280000001,22520700.0,-0.3393885782380204,4.17362902133028
64.81281279999999,14145100.0,-0.3391390196545941,2.6809894801636305
64.80554120000001,10326100.0,-0.33821533861335307,1.8920644288965072
64.80227959999999,11718200.0,-0.3396528469002996,2.154498555539085
65.070198,12542300.0,-0.3397167442160554,2.3284327096301065
65.3545326,13792700.0,-0.3399963076885176,2.58283833177309
65.07398839999999,18391200.0,-0.34016135211954784,3.534941274638084
64.89976419999999,17486100.0,-0.3319897236530419,3.0923321935111034
65.16787559999999,12297600.0,-0.32757405345430424,1.945033739601768
65.3792778,19186700.0,-0.3280568188514802,3.207220157935517
65.3964218,13754400.0,-0.32703596493879444,2.2668892848200124
65.28095700000002,15080800.0,-0.3271370783793926,2.5143032240533834
65.4920194,20998800.0,-0.3275231737983357,3.571535053699
65.96425780000001,16206800.0,-0.3277999832453314,2.7468754126396973
65.903627,8948300.0,-0.3262670811043399,1.3978063787629285
65.9467866,11245900.0,-0.3280486254630443,1.8251039129775224
65.9988998,14178000.0,-0.3289537958171266,2.371557970974127
66.0082688,11865600.0,-0.32857248265987826,1.9393284385791365
65.82782119999999,13510100.0,-0.3297937556891337,2.2265602780555644
65.4961302,15080100.0,-0.32975920517636237,2.5244860101446513
64.8920586,28825100.0,-0.32832323931934726,5.190729662987048
64.600573,27456400.0,-0.33410921986874664,5.49843057387015
65.06450480000001,13311500.0,-0.342030013742582,2.658929409343046
64.94155099999999,13212200.0,-0.3420717388394441,2.603299654406975
65.3075826,14030700.0,-0.3413253063589804,2.6957601099563364
64.8513152,18647700.0,-0.33940054205548564,3.535175998865979
64.775541,16347200.0,-0.3398611286295101,3.127955445731456
64.7659578,11760800.0,-0.3398779202757229,2.1572767265562045
65.02524580000001,11528800.0,-0.34011415497670383,2.0251034515422135
65.02503820000001,13007000.0,-0.3402457581453512,2.3258512613774727
65.0381796,13150600.0,-0.3406501470727652,2.337252752483659
65.3137924,14942000.0,-0.3410467311951207,2.6812173099033636
65.3757918,13422100.0,-0.3411355003819251,2.3573690929177396
65.07545619999999,11536900.0,-0.3411867486710478,1.9768158849813373
64.9833436,10510300.0,-0.33945983563378224,1.787411493676839
65.4006464,20277900.0,-0.3412080596338604,3.6938937062787587
65.6447556,15541800.0,-0.34028275108213024,2.8904566397891367
65.2821976,18682300.0,-0.33727618176216156,3.645885579884733
65.5395966,21335800.0,-0.3377905915950722,4.337374129892074
66.0560602,14599300.0,-0.3387417314530305,2.8905648012359517
66.1598526,16168800.0,-0.2237394421779899,73.19867428083602
66.6027322,19127300.0,-0.22597228127031146,86.60575174168844
66.7423286,11803000.0,-0.22077628714885028,53.64165724942441
66.54408659999999,14672800.0,-0.22151775048312441,66.714357050634
66.4755722,14862300.0,-0.22497067950545593,67.53233135380495
66.61631159999999,16315500.0,-0.23672993727903027,92.52667563138598
66.75042640000001,13594900.0,-0.23767335119583127,76.03256577909683
66.99571220000001,8877200.0,-0.2505515040219937,48.658864824153
66.93485799999999,15309700.0,-0.2512528756720812,83.97303168791558
66.747795,10250100.0,-0.26032819468757074,55.34563074961664
