Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1972-06-01,0.0,0.2800187449060875,0.27688421049906814,0.27740663290023804,1091238,0.0,0.0
1972-06-02,0.2774064115568529,0.28001852147849227,0.27583917632011956,0.276883989572525,1174468,0.0,0.0
1972-06-05,0.276883989572525,0.2794960994941644,0.27583917632011956,0.276883989572525,5209582,0.0,0.0
1972-06-06,0.27688403198525496,0.27792887611395856,0.2727046861866956,0.27374953031539917,1424158,0.0,0.0
1972-06-07,0.2737497019731142,0.27531696914894144,0.272182434797287,0.272182434797287,675088,0.0,0.0
1972-06-08,0.2721823287562123,0.2742720175098481,0.27009251713752747,0.27009251713752747,1038834,0.0,0.0
1972-06-09,0.2700926582874147,0.27061508074884055,0.26330122772143466,0.2685254216194153,6590583,0.0,0.0
1972-06-12,0.2685254216194153,0.2716600485368056,0.2664357317737117,0.2685254216194153,1430323,0.0,0.0
1972-06-13,0.2685254120036775,0.2711376163661004,0.2685254120036775,0.2706150710582733,934026,0.0,0.0
1972-06-14,0.2716600438379087,0.27740666009791615,0.2716600438379087,0.2747945785522461,2940794,0.0,0.0
1972-06-15,0.27479437444410276,0.2774064540496068,0.2732271082510474,0.27374953031539917,1464232,0.0,0.0
1972-06-16,0.27374973364746696,0.2747945785522461,0.27061507606801843,0.2747945785522461,752153,0.0,0.0
1972-06-19,0.2747944216709976,0.2763616574171473,0.27218231090031436,0.27322715520858765,530206,0.0,0.0
1972-06-20,0.27322735836029155,0.27583947107314905,0.27322735836029155,0.27427220344543457,897034,0.0,0.0
1972-06-21,0.2742720216604377,0.2747944438567525,0.2716599106788635,0.2716599106788635,1612196,0.0,0.0
1972-06-22,0.2711374843793944,0.2711374843793944,0.26748043691174495,0.27009251713752747,1282359,0.0,0.0
1972-06-23,0.2695702910423279,0.2695702910423279,0.26695817849779496,0.2695702910423279,1276193,0.0,0.0
1972-06-26,0.26957026654226707,0.26957026654226707,0.2674805766965635,0.2685254216194153,622684,0.0,0.0
1972-06-27,0.2685254120036775,0.2706150710582733,0.2685254120036775,0.2706150710582733,878539,0.0,0.0
1972-06-28,0.2706149393259364,0.2721823287562123,0.26957012566538074,0.27009251713752747,906282,0.0,0.0
1972-06-29,0.27009261074890445,0.2711375783529466,0.2690477967262268,0.2690477967262268,450059,0.0,0.0
1972-06-30,0.2674803308500471,0.2674803308500471,0.2643457989625026,0.2669579088687897,826135,0.0,0.0
1972-07-03,0.26695806282489354,0.26695806282489354,0.2643459514121882,0.2659132182598114,440811,0.0,0.0
1972-07-05,0.26591327068904574,0.2664356930745911,0.2617339223209568,0.26434600353240967,1396415,0.0,0.0
1972-07-06,0.2653908921116976,0.27009266364145545,0.2653908921116976,0.2674805819988251,1174468,0.0,0.0
1972-07-07,0.26748025823153765,0.2690475237498113,0.26434572719499044,0.2664354145526886,1353258,0.0,0.0
1972-07-10,0.2664356672044666,0.26695808953928624,0.26330116391181946,0.26330116391181946,527123,0.0,0.0
1972-07-11,0.26330115654035424,0.26539081510485923,0.26173388957977295,0.26173388957977295,548702,0.0,0.0
1972-07-12,0.2617337795314497,0.2653907035189494,0.259644091129303,0.259644091129303,1803317,0.0,0.0
1972-07-13,0.259644091129303,0.26016651322983964,0.25650958924233996,0.259644091129303,681253,0.0,0.0
1972-07-14,0.2596440486305505,0.26121131467562914,0.2585992353167501,0.2591216266155243,943273,0.0,0.0
