Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-03-21,0.9739510416984557,0.9739510416984557,0.9739510416984557,0.9739510416984558,0,0.0,0.0
2002-03-22,0.9649332750401278,0.9649332750401278,0.9353536832441554,0.9432899355888367,44247600,0.0,0.0
2002-03-25,0.9396824543379968,0.9468970040253437,0.937879074925118,0.9432899355888367,7429200,0.0,0.0
2002-03-26,0.9432893667581634,0.9685397594192473,0.9432893667581634,0.9681791663169861,4604400,0.0,0.0
2002-03-27,0.9721473252760252,1.001005315046442,0.9667365682980928,0.9829690456390381,13928400,0.0,0.0
2002-03-28,0.9739509164830956,0.9883797019854855,0.9649329900463225,0.9880191087722778,6098400,0.0,0.0
2002-04-01,0.9883799058205444,0.9912657873604452,0.9649331890459301,0.9829690456390381,2727600,0.0,0.0
2002-04-02,0.9829689692946127,0.9916263036312026,0.9739510416984557,0.9739510416984558,4144800,0.0,0.0
2002-04-03,0.9739509740652603,0.9757547658663647,0.9400432384069232,0.9595221877098083,8430000,0.0,0.0
2002-04-04,0.955914597258059,0.9811654090881348,0.955914597258059,0.9811654090881348,2284800,0.0,0.0
2002-04-05,0.9775582171737562,1.0082198968018554,0.9757549410666614,0.9995625615119934,5533200,0.0,0.0
2002-04-08,0.9811655948598705,0.997398174221034,0.9804440987265989,0.9955943822860718,4418400,0.0,0.0
2002-04-09,1.010023269801028,1.010023269801028,0.9955944809449989,1.0064162015914917,2905200,0.0,0.0
2002-04-10,1.0064161085002765,1.0215663921597073,0.9992014567306591,1.0212059020996094,3027600,0.0,0.0
2002-04-11,1.0244521840010654,1.0244521840010654,1.0100229863796892,1.0183197259902954,5821200,0.0,0.0
2002-04-12,1.0100229804064462,1.0244521779424887,1.004612121633534,1.0208446979522705,5308800,0.0,0.0
2002-04-15,1.0244522274452688,1.0262555031115521,1.0100230292119898,1.0136305093765259,2198400,0.0,0.0
2002-04-16,1.010023092371213,1.0280593590826712,1.010023092371213,1.0266165733337402,3998400,0.0,0.0
2002-04-17,1.0266166724502521,1.0266166724502521,1.0208449096759316,1.021926999092102,3704400,0.0,0.0
2002-04-18,1.0244521438521745,1.0244521438521745,0.9984801464507133,1.0046120882034302,3751200,0.0,0.0
2002-04-19,1.0082197905915766,1.0082197905915766,0.9919873144339796,0.9955943822860718,3531600,0.0,0.0
2002-04-22,1.0010050544575047,1.0262554535216355,0.9955941956845924,1.0208446979522705,8922000,0.0,0.0
2002-04-23,1.0208446063401617,1.0208446063401617,1.0136303694319717,1.0157947540283203,12386400,0.0,0.0
2002-04-24,1.0136302386385487,1.0233697616583057,1.010022759437561,1.010022759437561,6998400,0.0,0.0
2002-04-25,1.0064159024178154,1.0064159024178154,0.9811654004214203,0.9865762591362,3238800,0.0,0.0
2002-04-26,0.9862155204665123,0.9862155204665123,0.9757549094089428,0.9829690456390381,7994400,0.0,0.0
2002-04-29,0.9775581854575316,0.9883799058205444,0.9775581854575316,0.9829690456390381,3802800,0.0,0.0
