Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-12-03,681.0,778.2000122070312,678.5999755859375,705.0,27305,0,0.0
2014-12-04,718.2000122070312,718.6199951171875,660.0,665.4000244140625,4412,0,0.0
2014-12-05,660.0,674.4000244140625,644.4000244140625,660.0,5295,0,0.0
2014-12-08,666.0,675.0,648.0,660.0,965,0,0.0
2014-12-09,645.0,667.2000122070312,645.0,660.0,437,0,0.0
2014-12-10,655.2000122070312,665.4000244140625,645.0,660.0,1873,0,0.0
2014-12-11,677.4000244140625,678.0,659.7000122070312,672.0,1488,0,0.0
2014-12-12,678.0,678.0,645.0,660.0,717,0,0.0
2014-12-15,663.5999755859375,674.8800048828125,644.4000244140625,660.0,1247,0,0.0
2014-12-16,651.0,661.2000122070312,615.0,660.0599975585938,1510,0,0.0
2014-12-17,658.2000122070312,663.0,630.2999877929688,660.0,1298,0,0.0
2014-12-18,646.7999877929688,664.7999877929688,630.0,660.0,1380,0,0.0
2014-12-19,660.0,663.0,651.5999755859375,660.0,663,0,0.0
2014-12-22,661.2000122070312,678.0,661.2000122070312,669.0,1975,0,0.0
2014-12-23,678.0,678.0,615.0,658.2000122070312,1757,0,0.0
2014-12-24,645.5999755859375,651.0,630.0,630.2999877929688,523,0,0.0
2014-12-26,631.7999877929688,645.0,628.7999877929688,645.0,1042,0,0.0
2014-12-29,658.7999877929688,662.8200073242188,633.5999755859375,652.7999877929688,530,0,0.0
2014-12-30,655.2000122070312,660.0,629.0999755859375,636.5999755859375,607,0,0.0
2014-12-31,637.7999877929688,660.0,632.4000244140625,660.0,413,0,0.0
2015-01-02,658.1400146484375,663.0,644.0999755859375,663.0,143,0,0.0
2015-01-05,678.0,748.2000122070312,675.0,708.0,2577,0,0.0
2015-01-06,718.2000122070312,741.0,631.2000122070312,655.2000122070312,1688,0,0.0
2015-01-07,648.0,695.4000244140625,648.0,657.5999755859375,772,0,0.0
2015-01-08,691.97998046875,692.4000244140625,661.2000122070312,677.4000244140625,707,0,0.0
2015-01-09,673.2000122070312,688.2000122070312,663.1799926757812,673.2000122070312,403,0,0.0
2015-01-12,670.2000122070312,690.0,661.7999877929688,666.5999755859375,673,0,0.0
2015-01-13,672.5999755859375,677.4000244140625,628.7999877929688,650.4000244140625,1285,0,0.0
2015-01-14,652.7999877929688,659.4000244140625,636.0,640.2000122070312,555,0,0.0
2015-01-15,651.0,669.0,628.7999877929688,637.7999877929688,872,0,0.0
2015-01-16,648.0,648.0,616.2000122070312,621.5999755859375,868,0,0.0
2015-01-20,622.2000122070312,653.4000244140625,622.2000122070312,629.4000244140625,342,0,0.0
2015-01-21,624.0,636.0,559.2000122070312,577.7999877929688,647,0,0.0
2015-01-22,541.2000122070312,565.2000122070312,496.5,505.79998779296875,1278,0,0.0
2015-01-23,516.0,532.7999877929688,500.3999938964844,516.0,975,0,0.0
2015-01-26,528.0,585.0,501.0,501.0,1660,0,0.0
2015-01-27,511.79998779296875,569.4000244140625,462.0,468.6000061035156,2157,0,0.0
2015-01-28,486.0,509.70001220703125,422.3999938964844,426.6000061035156,2070,0,0.0
2015-01-29,444.0,495.0,433.79998779296875,483.6000061035156,1917,0,0.0
2015-01-30,480.6000061035156,526.0800170898438,465.239990234375,507.239990234375,970,0,0.0
2015-02-02,498.6000061035156,515.4000244140625,485.3399963378906,498.0,628,0,0.0
2015-02-03,495.0,498.0,459.0,459.6000061035156,797,0,0.0
2015-02-04,463.20001220703125,505.6199951171875,460.20001220703125,469.79998779296875,265,0,0.0
2015-02-05,488.3999938964844,492.0,466.20001220703125,478.79998779296875,415,0,0.0
2015-02-06,483.6000061035156,483.6000061035156,469.6199951171875,475.79998779296875,122,0,0.0
2015-02-09,487.20001220703125,501.0,468.0,501.0,342,0,0.0
2015-02-10,516.1199951171875,522.5999755859375,480.6000061035156,507.0,892,0,0.0
2015-02-11,506.3999938964844,519.0,491.3999938964844,517.7999877929688,507,0,0.0
2015-02-12,517.2000122070312,529.7999877929688,503.5199890136719,520.7999877929688,317,0,0.0
2015-02-13,505.20001220703125,524.4000244140625,501.6000061035156,516.5999755859375,447,0,0.0
2015-02-17,534.0,534.0,516.5999755859375,528.0,500,0,0.0
2015-02-18,554.4000244140625,554.4000244140625,517.8599853515625,520.2000122070312,262,0,0.0
2015-02-19,531.5999755859375,553.2000122070312,519.0,538.2000122070312,302,0,0.0
2015-02-20,539.52001953125,576.0,517.2000122070312,576.0,513,0,0.0
2015-02-23,596.4000244140625,612.0,568.2000122070312,599.4000244140625,467,0,0.0
2015-02-24,627.5999755859375,627.5999755859375,583.5,598.2000122070312,192,0,0.0
2015-02-25,600.0,600.0,574.2000122070312,577.7999877929688,235,0,0.0
2015-02-26,621.5999755859375,621.8400268554688,582.0,597.5999755859375,368,0,0.0
2015-02-27,615.0,642.0,598.2000122070312,640.2000122070312,995,0,0.0
2015-03-02,660.0,660.5999755859375,636.0,658.7999877929688,302,0,0.0
2015-03-03,660.0,660.0,609.1799926757812,654.0,163,0,0.0
2015-03-04,643.7999877929688,645.0,615.5999755859375,639.0,335,0,0.0
2015-03-05,631.2000122070312,658.7999877929688,624.5999755859375,630.0,213,0,0.0
2015-03-06,625.2000122070312,645.0,621.0,621.0,323,0,0.0
2015-03-09,618.0,642.0,578.5800170898438,600.0,175,0,0.0
2015-03-10,609.0,609.0,593.4000244140625,595.2000122070312,117,0,0.0
2015-03-11,592.2000122070312,596.4000244140625,571.2000122070312,581.4000244140625,172,0,0.0
2015-03-12,588.780029296875,595.7999877929688,574.2000122070312,585.0,247,0,0.0
2015-03-13,587.4000244140625,589.7999877929688,535.2000122070312,556.7999877929688,488,0,0.0
2015-03-16,573.0,622.7999877929688,525.5999755859375,599.4000244140625,297,0,0.0
2015-03-17,599.4000244140625,627.0,540.5999755859375,627.0,317,0,0.0
2015-03-18,619.2000122070312,657.5999755859375,591.0,625.7999877929688,322,0,0.0
2015-03-19,642.5999755859375,659.4000244140625,571.7999877929688,612.5999755859375,420,0,0.0
2015-03-20,613.7999877929688,649.2000122070312,570.5999755859375,570.5999755859375,937,0,0.0
2015-03-23,563.4000244140625,609.0,563.4000244140625,586.7999877929688,117,0,0.0
2015-03-24,592.7999877929688,599.4000244140625,582.0,588.2999877929688,302,0,0.0
2015-03-25,588.0,593.4000244140625,553.7999877929688,567.5999755859375,233,0,0.0
2015-03-26,570.0,570.0,510.6000061035156,526.7999877929688,153,0,0.0
2015-03-27,543.0,581.4000244140625,525.0,581.4000244140625,98,0,0.0
2015-03-30,563.4000244140625,579.5999755859375,543.0,548.7000122070312,112,0,0.0
2015-03-31,560.4000244140625,599.4000244140625,542.4000244140625,599.4000244140625,308,0,0.0
2015-04-01,592.2000122070312,594.5999755859375,553.7999877929688,582.0,102,0,0.0
2015-04-02,541.7999877929688,595.2000122070312,541.7999877929688,594.0,90,0,0.0
2015-04-06,564.5999755859375,594.0,564.5999755859375,577.2000122070312,63,0,0.0
2015-04-07,565.2000122070312,588.0,563.4000244140625,580.2000122070312,115,0,0.0
2015-04-08,582.0,588.0,532.7999877929688,585.0,377,0,0.0
2015-04-09,591.0,591.0,545.4000244140625,545.4000244140625,227,0,0.0
2015-04-10,566.4000244140625,568.7999877929688,531.5999755859375,544.7999877929688,175,0,0.0
2015-04-13,526.7999877929688,546.0,516.0,516.0,117,0,0.0
2015-04-14,515.4000244140625,516.2999877929688,511.32000732421875,516.0,38,0,0.0
2015-04-15,528.0,530.4000244140625,507.0,510.0,197,0,0.0
2015-04-16,510.0,511.79998779296875,504.0,504.0,68,0,0.0
2015-04-17,519.0,519.0,499.20001220703125,499.79998779296875,70,0,0.0
2015-04-20,497.70001220703125,507.6000061035156,472.20001220703125,472.20001220703125,265,0,0.0
