Time,Operation,Model Name,Task,Model Type,Epochs,Learning Rate,Save Model,Save Record,Train Loss,Valid Loss,Train Acc,Valid Acc
2021-10-22 23:26:39,create,FCEL_BP_20211022_232644_Prices.pth,Regression,BP,1,1e-09,True,True,31359.991623938105,278.33094131223777,-0.00010533717072125778,-4.05602078506912
2021-10-22 23:29:22,load,FCEL_BP_20211022_232644_Prices.pth,Regression,BP,5,0.001,True,True,34288.12870995861,20474.589845616134,-0.04168902865243614,-728.6077534039024
2021-10-22 23:29:34,load,FCEL_BP_20211022_232644_Prices.pth,Regression,BP,2,0.001,True,True,12097.279871016104,35475.71814625655,0.651084004779515,-1728.1653539424306
2021-10-22 23:29:59,load,FCEL_BP_20211022_232644_Prices.pth,Regression,BP,50,0.001,True,True,3024.1128393624163,35302.885860566115,0.6934479121517009,-1904.8251957075654
2021-10-22 23:31:09,load,FCEL_BP_20211022_232644_Prices.pth,Regression,BP,50,1e-05,True,True,331.9195158080329,28448.480536819614,0.8548032234385837,-1785.6502465406875
2021-10-22 23:33:21,load,FCEL_BP_20211022_232644_Prices.pth,Regression,BP,100,1e-05,True,True,120.0680080142914,14350.252719597165,0.8580484269949761,-1722.928827866361
2021-10-22 23:35:04,load,FCEL_BP_20211022_232644_Prices.pth,Regression,BP,300,2e-05,True,True,94.88241991522466,13906.206055170438,0.8690278176503754,-1702.7004898191392
