avg_prices_true,volume_true,avg_prices_norm,volume_norm
58.210038600000004,15499000.0,-0.3355049570807374,2.845938833650342
57.7954682,11063600.0,-0.3329614703860416,1.8369328815597081
57.851872,10712500.0,-0.33457489993019585,1.7373200547517977
57.876217399999994,22989900.0,-0.3359855655334743,4.072255470615908
58.665091600000004,24484500.0,-0.3371037602557173,4.593764331891074
58.9988968,15475000.0,-0.3408651631256805,2.9913774156837643
58.968149,11483000.0,-0.3377958793981115,2.205144733910941
59.04378380000001,18325300.0,-0.3370942765715668,3.7404673532696586
58.72068840000001,11989700.0,-0.33558514349031376,2.461324334331727
59.136473,12612700.0,-0.3347409620998075,2.495633018209359
59.2780306,14951500.0,-0.3338629052420098,3.049318504380909
59.124897,13785000.0,-0.33277637381461156,2.84980068986096
59.4127388,13189100.0,-0.33032945492943655,2.5786926570162723
59.587526600000004,14258600.0,-0.32992492419223113,2.7207609788459752
58.930533000000004,23650000.0,-0.3291963874655405,4.781044530146334
59.21009,15219600.0,-0.3328947174727863,3.2306807311698518
58.923861,13596700.0,-0.3326462198167312,2.8282497475612676
58.6530922,12885800.0,-0.3321452513238427,2.598615746250807
58.138178399999994,12755200.0,-0.33230030657984394,2.5233221790228715
58.5323456,8041700.0,-0.3320008565451277,1.475150188620669
58.974936,10141600.0,-0.33496476245184964,1.8640099708088107
58.7371126,8471000.0,-0.3364308567954679,1.4769621437462799
57.82512440000001,18839100.0,-0.33890005107267374,3.524680725268601
57.50995,10521700.0,-0.3377721986811263,1.9018367869839716
57.50799119999999,10555800.0,-0.3377321791061492,1.7959106645020715
56.9618804,21045300.0,-0.3392553997830728,3.7691424613927973
57.915833199999994,18912700.0,-0.33996738162221163,3.3959675319637337
58.1420198,11868800.0,-0.3401657209886694,2.0168790389075375
58.270039399999995,10523400.0,-0.34117939900679567,1.725810002639306
58.5867118,16398000.0,-0.3428695360476274,2.8378245910401554
59.2807802,17398000.0,-0.22377068012802215,78.78048618030792
60.0545022,15972400.0,-0.2260020082092989,72.28348147759662
60.1636162,11864200.0,-0.2208063089622136,53.920942140770876
60.0661582,16745000.0,-0.22154730229128994,76.16757312517356
60.17003939999999,13590900.0,-0.2249994265904555,61.735986298160455
60.8842486,18909500.0,-0.23676252762905708,107.27518205388095
60.724630000000005,10370400.0,-0.23770715734291242,57.94235595005443
61.7443674,21359000.0,-0.2505804368102016,117.42853994675666
62.240887,19195600.0,-0.2512786990440428,105.35088875300976
61.8118698,18878600.0,-0.2603549718547536,102.15484638291369
61.6246804,17860700.0,-0.2842783402390133,122.57429520895347
61.5867214,14979200.0,-0.2878419945247662,102.04873641694039
61.58989340000001,14478100.0,-0.294785906196567,120.14400195437135
61.818985,15653800.0,-0.2119555277027488,64.85206338203294
61.6562758,17705800.0,-0.21077651243226012,73.40231321289977
61.168856000000005,22274400.0,-0.2133367197991413,92.28309800811313
61.449122599999995,15392400.0,-0.2116255105965726,63.735504104646274
61.389933199999994,12620200.0,-0.21280806166998226,52.18245969356678
61.228898,16212700.0,-0.218704501636141,66.69759838261734
61.1828362,11699000.0,-0.20950493291484498,49.21021248319985
